"Plot Title: QuestU_Remote_Weather_Station pre c-ston"
"#","Date Time, GMT-07:00","Rain, mm (LGR S/N: 10666706, SEN S/N: 10573345, LBL: Rain)","Temp, °C (LGR S/N: 10666706, SEN S/N: 10658214, LBL: Temp)","RH, % (LGR S/N: 10666706, SEN S/N: 10658214, LBL: RH)","Wind Direction, ø (LGR S/N: 10666706, SEN S/N: 10663457, LBL: Wind Direct.)","Wind Speed, m/s (LGR S/N: 10666706, SEN S/N: 10663496, LBL: Wind Speed)","Gust Speed, m/s (LGR S/N: 10666706, SEN S/N: 10663496, LBL: Gusts)"
852,10/02/15 05:49:59  AM,0.00,8.941,97.400,171.3,0.00,0.00
853,10/02/15 06:04:59  AM,0.00,8.990,97.700,171.3,0.00,0.00
854,10/02/15 06:19:59  AM,0.00,8.866,97.800,171.3,0.00,0.00
855,10/02/15 06:34:59  AM,0.00,8.866,98.100,171.3,0.00,0.25
856,10/02/15 06:49:59  AM,0.00,8.916,98.300,171.3,0.00,0.00
857,10/02/15 07:04:59  AM,0.00,8.990,98.200,171.3,0.00,0.00
858,10/02/15 07:19:59  AM,0.00,9.163,97.900,171.3,0.00,0.00
859,10/02/15 07:34:59  AM,0.00,9.312,98.000,171.3,0.00,0.00
860,10/02/15 07:49:59  AM,0.00,9.657,98.700,171.3,0.00,0.25
861,10/02/15 08:04:59  AM,0.00,10.173,98.800,186.7,0.00,0.76
862,10/02/15 08:19:59  AM,0.00,10.443,98.800,116.5,0.00,1.01
863,10/02/15 08:34:59  AM,0.00,10.785,99.000,105.3,0.00,0.00
864,10/02/15 08:49:59  AM,0.00,10.907,99.100,105.3,0.00,0.00
865,10/02/15 09:04:59  AM,0.00,10.785,98.700,212.0,0.00,0.50
866,10/02/15 09:19:59  AM,0.00,10.932,98.800,219.0,0.00,0.00
867,10/02/15 09:34:59  AM,0.00,10.980,98.400,241.5,0.00,1.01
868,10/02/15 09:49:59  AM,0.00,11.467,97.800,227.4,0.00,0.50
869,10/02/15 10:04:59  AM,0.00,11.734,97.600,223.2,0.00,0.50
870,10/02/15 10:19:59  AM,0.00,11.977,97.400,181.1,0.00,0.00
871,10/02/15 10:34:59  AM,0.00,11.977,97.400,334.1,0.00,2.77
872,10/02/15 10:49:59  AM,0.00,11.904,97.700,112.3,0.25,1.76
873,10/02/15 11:04:59  AM,0.00,12.074,97.400,198.0,0.00,0.50
874,10/02/15 11:19:59  AM,0.00,12.268,97.200,192.3,0.00,0.00
875,10/02/15 11:34:59  AM,0.00,12.413,96.500,207.8,0.00,1.01
876,10/02/15 11:49:59  AM,0.00,12.534,95.900,240.1,0.00,0.00
877,10/02/15 12:04:59  PM,0.00,12.606,96.100,244.3,0.00,0.50
878,10/02/15 12:19:59  PM,0.00,12.509,96.000,355.2,0.00,1.26
879,10/02/15 12:34:59  PM,0.00,12.775,95.300,336.9,0.25,2.52
880,10/02/15 12:49:59  PM,0.00,12.775,94.900,341.2,0.00,1.51
881,10/02/15 01:04:59  PM,0.00,12.799,94.700,327.1,0.50,2.77
882,10/02/15 01:19:59  PM,0.00,13.016,94.100,314.5,0.00,1.01
883,10/02/15 01:34:59  PM,0.00,12.920,94.000,1.4,0.25,2.52
884,10/02/15 01:49:59  PM,0.00,13.040,93.900,16.8,0.25,2.27
885,10/02/15 02:04:59  PM,0.00,13.040,93.500,18.3,0.00,2.01
886,10/02/15 02:19:59  PM,0.00,13.185,93.300,355.2,0.00,2.01
887,10/02/15 02:34:59  PM,0.00,12.944,93.600,29.5,0.25,2.27
888,10/02/15 02:49:59  PM,0.00,13.137,92.200,300.4,0.00,1.76
889,10/02/15 03:04:59  PM,0.00,13.088,92.000,346.8,0.50,3.27
890,10/02/15 03:19:59  PM,0.00,13.209,91.600,310.3,0.25,2.27
891,10/02/15 03:34:59  PM,0.00,13.185,91.800,336.9,0.00,2.01
892,10/02/15 03:49:59  PM,0.00,12.968,92.000,2.8,0.50,2.77
893,10/02/15 04:04:59  PM,0.00,13.425,91.200,338.3,0.76,3.53
894,10/02/15 04:19:59  PM,0.00,13.377,91.000,353.8,0.00,1.26
895,10/02/15 04:34:59  PM,0.00,13.377,91.100,57.6,0.00,1.51
896,10/02/15 04:49:59  PM,0.00,13.546,91.400,50.5,0.00,1.76
897,10/02/15 05:04:59  PM,0.00,12.968,91.500,12.6,0.00,1.51
898,10/02/15 05:19:59  PM,0.00,12.703,92.900,8.4,0.00,1.51
899,10/02/15 05:34:59  PM,0.00,12.703,92.400,342.6,0.00,1.76
900,10/02/15 05:49:59  PM,0.00,12.340,95.100,286.4,0.00,1.76
901,10/02/15 06:04:59  PM,0.00,12.147,96.800,237.3,0.00,2.27
902,10/02/15 06:19:59  PM,0.00,12.098,97.500,205.0,0.00,0.25
903,10/02/15 06:34:59  PM,0.00,12.050,97.700,205.0,0.00,0.00
904,10/02/15 06:49:59  PM,0.00,12.074,97.500,205.0,0.00,0.00
905,10/02/15 07:04:59  PM,0.00,11.759,97.900,205.0,0.00,0.00
906,10/02/15 07:19:59  PM,0.00,11.370,98.500,205.0,0.00,0.00
907,10/02/15 07:34:59  PM,0.00,10.810,98.400,205.0,0.00,0.00
908,10/02/15 07:49:59  PM,0.00,10.345,99.000,205.0,0.00,0.00
909,10/02/15 08:04:59  PM,0.00,10.149,98.900,205.0,0.00,0.00
910,10/02/15 08:19:59  PM,0.00,10.541,99.000,205.0,0.00,0.00
911,10/02/15 08:34:59  PM,0.00,10.858,99.000,205.0,0.00,0.00
912,10/02/15 08:49:59  PM,0.00,10.761,99.100,205.0,0.00,0.00
913,10/02/15 09:04:59  PM,0.00,11.053,99.300,205.0,0.00,0.00
914,10/02/15 09:19:59  PM,0.00,11.053,99.600,205.0,0.00,0.00
915,10/02/15 09:34:59  PM,0.00,11.029,99.600,205.0,0.00,0.00
916,10/02/15 09:49:59  PM,0.00,11.005,99.700,205.0,0.00,0.00
917,10/02/15 10:04:59  PM,0.00,10.932,99.800,205.0,0.00,0.00
918,10/02/15 10:19:59  PM,0.00,10.443,99.900,205.0,0.00,0.25
919,10/02/15 10:34:59  PM,0.00,10.075,100.000,205.0,0.00,0.00
920,10/02/15 10:49:59  PM,0.00,9.854,99.900,134.8,0.00,0.50
921,10/02/15 11:04:59  PM,0.00,9.485,100.000,129.2,0.00,0.76
922,10/02/15 11:19:59  PM,0.00,9.706,100.000,176.9,0.00,1.01
923,10/02/15 11:34:59  PM,0.00,9.534,99.900,122.1,0.00,1.76
924,10/02/15 11:49:59  PM,0.00,9.682,100.000,139.0,0.00,1.51
925,10/03/15 12:04:59  AM,0.00,9.460,98.900,144.6,0.00,1.76
926,10/03/15 12:19:59  AM,0.00,9.608,98.700,186.7,0.00,1.01
927,10/03/15 12:34:59  AM,0.00,9.706,98.100,154.4,0.25,2.52
928,10/03/15 12:49:59  AM,0.00,9.262,98.700,141.8,0.00,2.52
929,10/03/15 01:04:59  AM,0.00,9.657,96.400,95.5,0.25,2.52
930,10/03/15 01:19:59  AM,0.00,9.163,96.800,130.6,0.00,2.01
931,10/03/15 01:34:59  AM,0.00,9.558,94.900,160.0,0.76,4.28
932,10/03/15 01:49:59  AM,0.00,9.805,91.200,147.4,0.76,4.53
933,10/03/15 02:04:59  AM,0.00,9.632,92.900,181.1,1.01,6.30
934,10/03/15 02:19:59  AM,0.00,9.040,94.800,182.5,0.25,3.02
935,10/03/15 02:34:59  AM,0.00,9.188,93.800,169.9,0.50,3.78
936,10/03/15 02:49:59  AM,0.00,9.015,93.300,134.8,0.25,3.02
937,10/03/15 03:04:59  AM,0.00,9.312,92.100,178.3,0.50,4.03
938,10/03/15 03:19:59  AM,0.00,8.767,93.000,175.5,0.00,1.51
939,10/03/15 03:34:59  AM,0.00,8.494,93.900,161.5,0.25,3.78
940,10/03/15 03:49:59  AM,0.00,8.965,88.200,169.9,0.25,3.53
941,10/03/15 04:04:59  AM,0.00,8.543,89.400,151.6,0.50,3.27
942,10/03/15 04:19:59  AM,0.00,8.319,92.700,137.6,0.50,3.27
943,10/03/15 04:34:59  AM,0.00,8.070,93.200,123.5,0.25,2.27
944,10/03/15 04:49:59  AM,0.00,8.045,92.100,175.5,0.25,3.02
945,10/03/15 05:04:59  AM,0.00,7.995,92.400,167.1,0.50,4.53
946,10/03/15 05:19:59  AM,0.00,8.295,90.400,130.6,0.50,3.27
947,10/03/15 05:34:59  AM,0.00,7.820,92.000,122.1,0.50,2.52
948,10/03/15 05:49:59  AM,0.00,7.895,91.200,130.6,0.25,3.78
949,10/03/15 06:04:59  AM,0.00,7.494,92.300,175.5,0.25,2.27
950,10/03/15 06:19:59  AM,0.00,7.895,90.500,155.8,0.25,2.01
951,10/03/15 06:34:59  AM,0.00,7.645,91.400,153.0,0.50,3.27
952,10/03/15 06:49:59  AM,0.00,7.619,89.900,102.5,0.50,2.52
953,10/03/15 07:04:59  AM,0.00,7.920,88.300,171.3,1.01,5.04
954,10/03/15 07:19:59  AM,0.00,7.820,88.400,158.6,1.01,4.78
955,10/03/15 07:34:59  AM,0.00,8.319,86.000,169.9,0.76,5.54
956,10/03/15 07:49:59  AM,0.00,8.568,84.100,171.3,0.76,4.03
957,10/03/15 08:04:59  AM,0.00,8.817,82.700,161.5,0.76,3.02
958,10/03/15 08:19:59  AM,0.00,8.469,84.800,160.0,1.01,5.54
959,10/03/15 08:34:59  AM,0.00,9.657,82.000,143.2,0.25,2.01
960,10/03/15 08:49:59  AM,0.00,10.173,81.300,176.9,0.50,3.02
961,10/03/15 09:04:59  AM,0.00,10.907,79.600,127.8,0.25,3.02
962,10/03/15 09:19:59  AM,0.00,12.606,69.100,143.2,0.50,2.52
963,10/03/15 09:34:59  AM,0.00,12.775,70.800,185.3,1.26,5.04
964,10/03/15 09:49:59  AM,0.00,13.546,65.000,151.6,1.01,3.78
965,10/03/15 10:04:59  AM,0.20,14.721,63.000,169.9,0.76,5.04
966,10/03/15 10:19:59  AM,0.00,15.509,54.600,116.5,0.50,4.53
967,10/03/15 10:34:59  AM,0.00,16.153,52.100,155.8,0.76,3.78
968,10/03/15 10:49:59  AM,0.00,16.439,48.300,157.2,1.01,6.80
969,10/03/15 11:04:59  AM,0.00,17.153,47.500,154.4,1.01,5.54
970,10/03/15 11:19:59  AM,0.00,18.366,44.000,198.0,0.50,4.03
971,10/03/15 11:34:59  AM,0.00,18.295,43.600,186.7,0.50,4.03
972,10/03/15 11:49:59  AM,0.00,19.103,43.100,235.9,0.50,2.52
973,10/03/15 12:04:59  PM,0.00,19.175,39.600,307.5,1.01,4.03
974,10/03/15 12:19:59  PM,0.00,18.937,39.800,276.6,1.01,3.78
975,10/03/15 12:34:59  PM,0.00,20.007,37.900,88.4,1.01,4.28
976,10/03/15 12:49:59  PM,0.00,20.007,34.500,102.5,0.76,4.03
977,10/03/15 01:04:59  PM,0.00,20.960,35.200,108.1,0.76,3.53
978,10/03/15 01:19:59  PM,0.00,21.151,35.400,254.1,0.50,2.77
979,10/03/15 01:34:59  PM,0.00,21.915,35.400,303.2,0.50,2.52
980,10/03/15 01:49:59  PM,0.00,21.056,32.600,221.8,0.76,3.27
981,10/03/15 02:04:59  PM,0.00,21.557,34.200,227.4,0.76,2.27
982,10/03/15 02:19:59  PM,0.00,22.417,32.600,82.8,0.76,3.02
983,10/03/15 02:34:59  PM,0.00,22.944,32.400,153.0,0.50,3.27
984,10/03/15 02:49:59  PM,0.00,23.040,30.500,91.3,0.76,4.53
985,10/03/15 03:04:59  PM,0.00,22.872,31.400,106.7,0.76,3.27
986,10/03/15 03:19:59  PM,0.00,23.040,30.700,92.7,0.50,4.28
987,10/03/15 03:34:59  PM,0.00,22.848,31.200,106.7,0.76,4.03
988,10/03/15 03:49:59  PM,0.00,22.920,32.400,117.9,1.01,4.53
989,10/03/15 04:04:59  PM,0.00,22.824,30.400,103.9,1.01,4.78
990,10/03/15 04:19:59  PM,0.00,22.824,30.600,101.1,1.01,3.78
991,10/03/15 04:34:59  PM,0.00,23.232,30.700,99.7,0.50,3.27
992,10/03/15 04:49:59  PM,0.00,23.304,29.800,50.5,0.25,2.77
993,10/03/15 05:04:59  PM,0.00,22.513,31.800,89.9,0.25,2.52
994,10/03/15 05:19:59  PM,0.00,22.058,32.000,112.3,1.01,3.53
995,10/03/15 05:34:59  PM,0.00,21.843,31.900,88.4,0.50,4.78
996,10/03/15 05:49:59  PM,0.00,20.865,36.500,84.2,0.50,3.02
997,10/03/15 06:04:59  PM,0.00,17.296,55.900,50.5,0.00,0.76
998,10/03/15 06:19:59  PM,0.00,16.106,64.700,244.3,0.00,1.26
999,10/03/15 06:34:59  PM,0.00,15.581,64.500,92.7,0.00,1.01
1000,10/03/15 06:49:59  PM,0.00,15.700,62.100,141.8,0.50,2.27
1001,10/03/15 07:04:59  PM,0.00,15.557,62.600,154.4,0.25,2.77
1002,10/03/15 07:19:59  PM,0.00,14.649,66.500,171.3,0.00,1.51
1003,10/03/15 07:34:59  PM,0.00,13.930,70.000,176.9,0.00,1.51
1004,10/03/15 07:49:59  PM,0.00,13.978,68.700,178.3,0.00,2.27
1005,10/03/15 08:04:59  PM,0.00,13.762,68.200,105.3,0.25,2.01
1006,10/03/15 08:19:59  PM,0.00,13.834,67.400,214.8,0.00,2.01
1007,10/03/15 08:34:59  PM,0.00,13.642,68.600,148.8,0.25,3.27
1008,10/03/15 08:49:59  PM,0.00,13.209,70.000,144.6,0.25,2.52
1009,10/03/15 09:04:59  PM,0.00,12.847,71.300,155.8,0.00,1.51
1010,10/03/15 09:19:59  PM,0.00,12.847,70.800,119.3,0.25,2.52
1011,10/03/15 09:34:59  PM,0.00,12.364,72.000,183.9,0.00,2.27
1012,10/03/15 09:49:59  PM,0.00,12.364,71.700,151.6,0.00,1.26
1013,10/03/15 10:04:59  PM,0.00,12.364,71.400,164.3,0.00,1.51
1014,10/03/15 10:19:59  PM,0.00,12.001,73.000,171.3,0.00,1.51
1015,10/03/15 10:34:59  PM,0.00,12.485,70.800,146.0,0.50,2.77
1016,10/03/15 10:49:59  PM,0.00,12.195,71.600,139.0,0.25,2.52
1017,10/03/15 11:04:59  PM,0.00,11.807,72.600,176.9,0.25,2.01
1018,10/03/15 11:19:59  PM,0.00,11.880,72.100,126.4,0.25,3.27
1019,10/03/15 11:34:59  PM,0.00,11.078,76.100,150.2,0.25,2.27
1020,10/03/15 11:49:59  PM,0.00,11.783,72.400,117.9,0.50,2.77
1021,10/04/15 12:04:59  AM,0.00,11.394,73.300,126.4,0.25,2.52
1022,10/04/15 12:19:59  AM,0.00,11.297,73.800,192.3,0.00,1.51
1023,10/04/15 12:34:59  AM,0.00,11.419,73.000,132.0,0.25,1.76
1024,10/04/15 12:49:59  AM,0.00,10.638,75.900,140.4,0.00,1.76
1025,10/04/15 01:04:59  AM,0.00,11.175,73.300,140.4,0.25,2.27
1026,10/04/15 01:19:59  AM,0.00,10.418,76.500,162.9,0.00,1.01
1027,10/04/15 01:34:59  AM,0.00,10.980,74.400,155.8,0.25,2.01
1028,10/04/15 01:49:59  AM,0.00,10.956,73.500,181.1,0.00,2.01
1029,10/04/15 02:04:59  AM,0.00,10.394,75.200,155.8,0.00,2.01
1030,10/04/15 02:19:59  AM,0.00,10.320,76.100,155.8,0.00,1.26
1031,10/04/15 02:34:59  AM,0.00,9.731,79.200,157.2,0.00,1.76
1032,10/04/15 02:49:59  AM,0.00,10.271,76.200,144.6,0.00,2.01
1033,10/04/15 03:04:59  AM,0.00,10.222,75.200,139.0,0.00,2.52
1034,10/04/15 03:19:59  AM,0.00,9.485,78.500,144.6,0.00,2.01
1035,10/04/15 03:34:59  AM,0.00,9.928,75.600,151.6,0.00,2.27
1036,10/04/15 03:49:59  AM,0.00,10.124,74.700,154.4,0.00,2.27
1037,10/04/15 04:04:59  AM,0.00,10.198,74.400,172.7,0.00,1.26
1038,10/04/15 04:19:59  AM,0.00,8.767,82.100,148.8,0.00,1.51
1039,10/04/15 04:34:59  AM,0.00,9.706,76.500,161.5,0.00,1.51
1040,10/04/15 04:49:59  AM,0.00,8.593,81.100,158.6,0.00,1.26
1041,10/04/15 05:04:59  AM,0.00,9.386,77.200,143.2,0.00,1.76
1042,10/04/15 05:19:59  AM,0.00,8.891,79.900,162.9,0.00,1.26
1043,10/04/15 05:34:59  AM,0.00,9.583,76.800,124.9,0.00,2.01
1044,10/04/15 05:49:59  AM,0.00,9.040,80.000,132.0,0.25,3.78
1045,10/04/15 06:04:59  AM,0.00,9.485,76.200,119.3,0.00,1.51
1046,10/04/15 06:19:59  AM,0.00,9.534,75.400,146.0,0.00,1.26
1047,10/04/15 06:34:59  AM,0.00,9.015,78.200,165.7,0.00,1.76
1048,10/04/15 06:49:59  AM,0.00,9.632,74.300,127.8,0.00,0.50
1049,10/04/15 07:04:59  AM,0.00,8.717,79.200,146.0,0.00,0.76
1050,10/04/15 07:19:59  AM,0.00,8.319,81.800,157.2,0.00,1.01
1051,10/04/15 07:34:59  AM,0.00,8.643,80.200,134.8,0.00,1.01
1052,10/04/15 07:49:59  AM,0.00,9.386,75.300,127.8,0.00,1.26
1053,10/04/15 08:04:59  AM,0.00,7.970,83.700,179.7,0.00,1.26
1054,10/04/15 08:19:59  AM,0.00,8.543,80.400,196.5,0.00,1.76
1055,10/04/15 08:34:59  AM,0.00,8.941,80.500,123.5,0.00,0.76
1056,10/04/15 08:49:59  AM,0.00,10.296,77.800,153.0,0.00,0.25
1057,10/04/15 09:04:59  AM,0.00,12.534,69.100,150.2,0.00,0.25
1058,10/04/15 09:19:59  AM,0.00,12.074,72.700,139.0,0.00,0.25
1059,10/04/15 09:34:59  AM,0.00,13.161,67.100,182.5,0.00,0.50
1060,10/04/15 09:49:59  AM,0.00,14.242,62.200,231.6,0.00,1.26
1061,10/04/15 10:04:59  AM,0.00,14.625,65.600,279.4,0.00,1.01
1062,10/04/15 10:19:59  AM,0.00,15.461,57.500,265.3,0.00,1.26
1063,10/04/15 10:34:59  AM,0.00,16.153,55.800,155.8,0.00,1.01
1064,10/04/15 10:49:59  AM,0.00,17.011,54.000,165.7,0.25,1.76
1065,10/04/15 11:04:59  AM,0.00,17.701,49.400,39.3,0.00,1.26
1066,10/04/15 11:19:59  AM,0.00,18.081,46.900,290.6,0.25,2.01
1067,10/04/15 11:34:59  AM,0.00,17.867,47.200,353.8,0.25,1.76
1068,10/04/15 11:49:59  AM,0.00,18.033,46.500,335.5,0.25,2.01
1069,10/04/15 12:04:59  PM,0.00,19.008,44.900,223.2,0.00,1.76
1070,10/04/15 12:19:59  PM,0.00,19.175,41.400,348.2,0.25,2.01
1071,10/04/15 12:34:59  PM,0.00,20.293,41.300,2.8,0.00,1.51
1072,10/04/15 12:49:59  PM,0.00,20.031,41.600,39.3,0.50,1.76
1073,10/04/15 01:04:59  PM,0.00,20.484,40.100,338.3,0.00,1.26
1074,10/04/15 01:19:59  PM,0.00,20.936,39.600,2.8,0.25,1.51
1075,10/04/15 01:34:59  PM,0.00,21.223,38.100,92.7,0.25,2.27
1076,10/04/15 01:49:59  PM,0.00,21.604,37.000,88.4,0.00,1.51
1077,10/04/15 02:04:59  PM,0.00,22.202,35.500,355.2,0.50,2.27
1078,10/04/15 02:19:59  PM,0.00,21.915,34.700,329.9,0.76,2.27
1079,10/04/15 02:34:59  PM,0.00,22.154,34.400,353.8,0.50,2.27
1080,10/04/15 02:49:59  PM,0.00,22.681,34.500,14.0,0.25,2.27
1081,10/04/15 03:04:59  PM,0.00,22.800,35.400,14.0,0.25,2.52
1082,10/04/15 03:19:59  PM,0.00,22.154,35.900,352.4,0.00,1.51
1083,10/04/15 03:34:59  PM,0.00,21.485,34.900,29.5,0.25,1.76
1084,10/04/15 03:49:59  PM,0.00,21.915,37.200,21.1,0.00,1.76
1085,10/04/15 04:04:59  PM,0.00,21.676,37.100,7.0,0.25,1.76
1086,10/04/15 04:19:59  PM,0.00,20.603,38.100,345.4,1.01,2.77
1087,10/04/15 04:34:59  PM,0.00,20.269,39.100,7.0,0.25,2.27
1088,10/04/15 04:49:59  PM,0.00,20.412,38.900,353.8,0.00,1.26
1089,10/04/15 05:04:59  PM,0.00,20.222,40.900,324.3,0.00,1.51
1090,10/04/15 05:19:59  PM,0.00,20.079,41.700,348.2,0.00,1.01
1091,10/04/15 05:34:59  PM,0.00,19.199,43.600,345.4,0.00,0.50
1092,10/04/15 05:49:59  PM,0.00,17.344,55.300,335.5,0.00,0.00
1093,10/04/15 06:04:59  PM,0.00,14.481,69.300,334.1,0.00,0.50
1094,10/04/15 06:19:59  PM,0.00,13.088,76.000,332.7,0.00,0.50
1095,10/04/15 06:34:59  PM,0.00,12.534,77.700,332.7,0.00,0.50
1096,10/04/15 06:49:59  PM,0.00,13.209,71.300,329.9,0.00,0.76
1097,10/04/15 07:04:59  PM,0.00,12.799,70.100,147.4,0.00,3.02
1098,10/04/15 07:19:59  PM,0.00,12.292,72.600,140.4,0.00,0.50
1099,10/04/15 07:34:59  PM,0.00,11.880,75.400,157.2,0.00,1.51
1100,10/04/15 07:49:59  PM,0.00,12.147,73.300,158.6,0.00,1.01
1101,10/04/15 08:04:59  PM,0.00,11.832,75.600,155.8,0.00,1.26
1102,10/04/15 08:19:59  PM,0.00,11.953,73.700,160.0,0.00,1.01
1103,10/04/15 08:34:59  PM,0.00,12.098,71.700,147.4,0.00,2.27
1104,10/04/15 08:49:59  PM,0.00,12.534,68.200,144.6,0.25,2.77
1105,10/04/15 09:04:59  PM,0.00,12.050,70.000,147.4,0.25,2.77
1106,10/04/15 09:19:59  PM,0.00,11.880,69.500,147.4,0.00,2.01
1107,10/04/15 09:34:59  PM,0.00,11.637,71.000,155.8,0.25,1.76
1108,10/04/15 09:49:59  PM,0.00,11.832,68.600,139.0,0.25,2.01
1109,10/04/15 10:04:59  PM,0.00,11.248,70.500,112.3,0.00,1.76
1110,10/04/15 10:19:59  PM,0.00,11.807,68.600,148.8,0.25,2.27
1111,10/04/15 10:34:59  PM,0.00,11.102,70.300,148.8,0.00,1.26
1112,10/04/15 10:49:59  PM,0.00,10.590,71.700,147.4,0.00,1.01
1113,10/04/15 11:04:59  PM,0.00,10.320,75.300,165.7,0.00,1.01
1114,10/04/15 11:19:59  PM,0.00,9.435,79.400,169.9,0.00,1.51
1115,10/04/15 11:34:59  PM,0.00,10.247,74.800,174.1,0.00,1.51
1116,10/04/15 11:49:59  PM,0.00,10.345,73.400,155.8,0.00,1.01
1117,10/05/15 12:04:59  AM,0.00,9.410,76.400,147.4,0.00,1.01
1118,10/05/15 12:19:59  AM,0.00,8.941,80.200,143.2,0.00,0.25
1119,10/05/15 12:34:59  AM,0.00,10.075,75.200,154.4,0.00,1.26
1120,10/05/15 12:49:59  AM,0.00,9.485,75.800,161.5,0.00,0.76
1121,10/05/15 01:04:59  AM,0.00,8.916,79.700,146.0,0.00,0.25
1122,10/05/15 01:19:59  AM,0.00,8.643,80.500,148.8,0.00,0.25
1123,10/05/15 01:34:59  AM,0.00,9.040,79.400,186.7,0.00,0.50
1124,10/05/15 01:49:59  AM,0.00,8.519,82.000,174.1,0.00,0.25
1125,10/05/15 02:04:59  AM,0.00,8.593,80.800,174.1,0.00,0.76
1126,10/05/15 02:19:59  AM,0.00,10.124,75.000,174.1,0.00,2.01
1127,10/05/15 02:34:59  AM,0.00,8.170,82.600,151.6,0.00,1.26
1128,10/05/15 02:49:59  AM,0.00,8.742,79.000,153.0,0.00,1.26
1129,10/05/15 03:04:59  AM,0.00,9.657,75.500,134.8,0.00,2.01
1130,10/05/15 03:19:59  AM,0.00,7.945,82.500,146.0,0.00,0.25
1131,10/05/15 03:34:59  AM,0.00,8.643,80.600,148.8,0.00,1.51
1132,10/05/15 03:49:59  AM,0.00,8.070,81.600,141.8,0.00,0.00
1133,10/05/15 04:04:59  AM,0.00,9.040,77.700,147.4,0.00,1.01
1134,10/05/15 04:19:59  AM,0.00,8.693,78.300,153.0,0.00,0.76
1135,10/05/15 04:34:59  AM,0.00,8.419,79.700,153.0,0.00,0.76
1136,10/05/15 04:49:59  AM,0.00,7.970,81.600,139.0,0.00,0.50
1137,10/05/15 05:04:59  AM,0.00,7.519,84.300,146.0,0.00,0.25
1138,10/05/15 05:19:59  AM,0.00,7.970,82.900,160.0,0.00,0.76
1139,10/05/15 05:34:59  AM,0.00,8.444,79.900,160.0,0.00,1.01
1140,10/05/15 05:49:59  AM,0.00,8.519,78.900,164.3,0.00,1.76
1141,10/05/15 06:04:59  AM,0.00,8.270,80.400,161.5,0.25,2.52
1142,10/05/15 06:19:59  AM,0.00,8.270,80.100,103.9,0.00,1.01
1143,10/05/15 06:34:59  AM,0.00,7.820,82.400,147.4,0.00,1.01
1144,10/05/15 06:49:59  AM,0.00,7.870,82.100,202.2,0.00,0.50
1145,10/05/15 07:04:59  AM,0.00,7.293,83.400,164.3,0.00,0.76
1146,10/05/15 07:19:59  AM,0.00,6.585,88.800,185.3,0.00,0.25
1147,10/05/15 07:34:59  AM,0.00,7.192,85.300,193.7,0.00,0.76
1148,10/05/15 07:49:59  AM,0.00,8.916,78.600,169.9,0.00,1.26
1149,10/05/15 08:04:59  AM,0.00,8.020,81.300,134.8,0.00,1.26
1150,10/05/15 08:19:59  AM,0.00,8.394,80.800,153.0,0.00,1.01
1151,10/05/15 08:34:59  AM,0.00,8.045,84.200,178.3,0.00,1.76
1152,10/05/15 08:49:59  AM,0.00,9.583,80.300,161.5,0.00,0.50
1153,10/05/15 09:04:59  AM,0.00,10.687,78.100,169.9,0.00,0.50
1154,10/05/15 09:19:59  AM,0.00,12.389,73.200,179.7,0.00,0.50
1155,10/05/15 09:34:59  AM,0.00,12.896,73.000,181.1,0.00,0.00
1156,10/05/15 09:49:59  AM,0.00,13.594,67.600,179.7,0.00,0.25
1157,10/05/15 10:04:59  AM,0.00,13.930,68.100,179.7,0.00,0.50
1158,10/05/15 10:19:59  AM,0.00,14.385,63.600,300.4,0.25,1.51
1159,10/05/15 10:34:59  AM,0.00,14.840,60.900,334.1,0.25,1.76
1160,10/05/15 10:49:59  AM,0.00,15.629,61.400,313.1,0.25,1.51
1161,10/05/15 11:04:59  AM,0.00,16.082,59.300,334.1,0.25,1.51
1162,10/05/15 11:19:59  AM,0.00,16.320,58.400,303.2,0.25,2.01
1163,10/05/15 11:34:59  AM,0.00,17.629,55.300,324.3,0.25,2.01
1164,10/05/15 11:49:59  AM,0.00,18.010,55.200,351.0,0.25,2.01
1165,10/05/15 12:04:59  PM,0.00,18.057,53.400,329.9,0.76,2.01
1166,10/05/15 12:19:59  PM,0.00,18.937,51.700,339.7,0.25,1.76
1167,10/05/15 12:34:59  PM,0.00,19.222,50.000,342.6,0.50,2.27
1168,10/05/15 12:49:59  PM,0.00,20.079,45.900,4.2,0.50,1.76
1169,10/05/15 01:04:59  PM,0.00,20.841,45.100,15.4,0.00,1.51
1170,10/05/15 01:19:59  PM,0.00,20.674,41.200,329.9,0.50,2.27
1171,10/05/15 01:34:59  PM,0.00,20.889,41.500,336.9,0.25,2.01
1172,10/05/15 01:49:59  PM,0.00,20.913,39.100,331.3,0.76,2.01
1173,10/05/15 02:04:59  PM,0.00,21.652,37.000,341.2,0.50,1.76
1174,10/05/15 02:19:59  PM,0.00,21.939,39.200,342.6,0.25,2.52
1175,10/05/15 02:34:59  PM,0.00,21.867,39.100,334.1,0.76,2.52
1176,10/05/15 02:49:59  PM,0.00,22.465,39.900,352.4,0.00,2.01
1177,10/05/15 03:04:59  PM,0.00,22.417,41.700,352.4,0.00,1.76
1178,10/05/15 03:19:59  PM,0.00,21.676,41.100,1.4,0.00,1.01
1179,10/05/15 03:34:59  PM,0.00,21.270,41.500,30.9,0.00,1.51
1180,10/05/15 03:49:59  PM,0.00,20.198,42.500,66.0,0.25,1.76
